"","Block","total_land_value_2017","total_improvement_value_2017","year","parklet"
"1988","2126A",176,0,2017,0
"1989","2127",4828534,4343611,2017,0
"1990","2128",7103829,4029658,2017,0
"1991","2129",19069492,14214980,2017,0
"1992","2130A",18063904,12360750,2017,0
"1993","2131A",18058503,12663768,2017,0
"1994","2132A",0,0,2017,0
"1995","2132B",0,0,2017,0
"1996","2133A",12081863,8699289,2017,0
"1997","2134A",9461661,6022359,2017,0
"1998","2134B",3206932,2045299,2017,0
"1999","2135",18420401,12066779,2017,0
"2000","2136",14791267,10361565,2017,0
"2001","2137",18001539,10870066,2017,0
"2002","2138",15754032,10003371,2017,0
"2003","2139",11309061,12383243,2017,0
"2004","2140",16065744,10791032,2017,0
"2005","2141",10629260,8149484,2017,0
"2006","2142",11398712,8929368,2017,0
"2007","2143",15449233,9359271,2017,0
"2008","2148",15064967,9842917,2017,0
"2009","2149",13985576,9146835,2017,0
"2010","2150",12799695,9690847,2017,0
"2011","2151",13747093,10088829,2017,0
"2012","2152",14427037,10279010,2017,0
"2013","2153",14490231,10545461,2017,0
"2014","2154",0,0,2017,0
"2015","2155",14894158,10530535,2017,0
"2016","2156",0,0,2017,0
"2017","2161",11839982,8345976,2017,0
"2018","2162",13355275,9264382,2017,0
"2019","2163",14445052,8693365,2017,0
"2020","2164",12730993,8511022,2017,0
"2021","2165",16289653,9512398,2017,0
"2022","2166",14808422,9619231,2017,0
"2023","2167",15946704,9373767,2017,0
"2024","2168",13281266,10160386,2017,0
"2025","2169",6074703,5364525,2017,0
"2026","2170",13297294,8844830,2017,0
"2027","2171",14855941,9162752,2017,0
"2028","2172",14158380,8988567,2017,0
"2029","2173",13332208,9163795,2017,0
"2030","2174",12751485,8216588,2017,0
"2031","2175",12430274,8468926,2017,0
"2032","2176",13770974,9316274,2017,0
"2033","2177",13345749,9991720,2017,0
"2034","2178",14970141,9935089,2017,0
"2035","2181",0,0,2017,0
"2036","2182",14256199,10722233,2017,0
"2037","2183",12505238,8699278,2017,0
"2038","2184",19533274,11581274,2017,0
"2039","2185",17086346,11581235,2017,0
"2040","2186",14762881,9812616,2017,0
"2041","2187",15206500,10036285,2017,0
"2042","2188",13864666,9726640,2017,0
"2043","2189",15457862,9919198,2017,0
"2044","2190",15034761,10151233,2017,0
"2045","2191",15957139,10174636,2017,0
"2046","2192",18643350,11546937,2017,0
"2047","2193",11303090,7751405,2017,0
"2048","2194",0,0,2017,0
"2049","2196",13610023,9454870,2017,0
"2050","2197",11633928,8909569,2017,0
"2051","2198",12491811,8894921,2017,0
"2052","2199",13937242,9183122,2017,0
"2053","2200",14286258,10720608,2017,0
"2054","2201",18185270,12401613,2017,0
"2055","2202",14278641,10437802,2017,0
"2056","2203",15623960,11571479,2017,0
"2057","2204",17983597,16040038,2017,0
"2058","2205",16145612,12563522,2017,0
"2059","2206",28437721,18114900,2017,0
"2060","2207",6689452,4658556,2017,0
"2061","2208",4495713,3570066,2017,0
"2062","2301",894778,567275,2017,0
"2063","2302",17494953,10100583,2017,0
"2064","2303",10749922,7926848,2017,0
"2065","2304",12049219,8306947,2017,0
"2066","2305",13672912,8577534,2017,0
"2067","2306",15003884,9318964,2017,0
"2068","2307",14001917,9519607,2017,0
"2069","2308",14651449,9449207,2017,0
"2070","2309",15092872,8898514,2017,0
"2071","2310",14411446,9222382,2017,0
"2072","2311",15975621,10168021,2017,0
"2073","2312",12282483,9059734,2017,0
"2074","2313",0,0,2017,0
"2075","2314",15204727,10661438,2017,0
"2076","2315",11843934,7504520,2017,0
"2077","2316",15661083,10334457,2017,0
"2078","2317",13432862,10398558,2017,0
"2079","2318",11857339,9670003,2017,0
"2080","2319",13293604,9352778,2017,0
"2081","2320",13866426,10030697,2017,0
"2082","2321",15124065,10374853,2017,0
"2083","2322",14489972,9638062,2017,0
"2084","2323",16940253,12234905,2017,0
"2085","2324",12649910,9594802,2017,0
"2086","2325",12953558,9641786,2017,0
"2087","2328",14640870,9884720,2017,0
"2088","2329",14361901,10585981,2017,0
"2089","2330",12758087,9328811,2017,0
"2090","2331",17141282,10762667,2017,0
"2091","2332",15140278,11135562,2017,0
"2092","2333A",13589057,8839712,2017,0
"2093","2334A",14068493,8676954,2017,0
"2094","2334B",15063426,10059147,2017,0
"2095","2335A",13489618,9529532,2017,0
"2096","2336",4671770,2628224,2017,0
"2097","2337",3263253,1655442,2017,0
"2098","2338",6403842,5476092,2017,0
"2099","2338A",6919505,5396144,2017,0
"2100","2340",2806396,1737093,2017,0
"2101","2341",17906174,13405079,2017,0
"2102","2342",10792981,7656219,2017,0
"2103","2343",12984120,10792321,2017,0
"2104","2344A",16836344,12465625,2017,0
"2105","2344B",7480347,4680300,2017,0
"2106","2345A",15514055,11326569,2017,0
"2107","2346",15328025,10604090,2017,0
"2108","2347",17919072,13890242,2017,0
"2109","2348",17592066,13505191,2017,0
"2110","2349",16788824,14355557,2017,0
"2111","2350",18367220,14376886,2017,0
"2112","2351",0,0,2017,0
"2113","2353",16490188,12294566,2017,0
"2114","2354",16053114,11391633,2017,1
"2115","2355",13048144,10038315,2017,1
"2116","2356",15732065,10676569,2017,1
"2117","2357",12427086,8915602,2017,1
"2118","2358",19306490,11514052,2017,0
"2119","2359",14568971,10087209,2017,0
"2120","2360",11873594,8905647,2017,0
"2121","2361",13632128,8824596,2017,0
"2122","2362",15368382,11738463,2017,0
"2123","2363",13356653,9526543,2017,0
"2124","2364",16858591,12657045,2017,0
"2125","2365",0,0,2017,0
"2126","2366",19204781,12193495,2017,0
"2127","2367",11914489,9706992,2017,0
"2128","2368",19672463,12554197,2017,0
"2129","2369",13994490,9556626,2017,0
"2130","2370",8121375,6868728,2017,0
"2131","2371",13728229,9839226,2017,0
"2132","2372",14898858,9635142,2017,0
"2133","2373",15588808,9411750,2017,0
"2134","2374",12922618,8779134,2017,0
"2135","2375",13993264,9158432,2017,0
"2136","2376",15748405,10917387,2017,0
"2137","2377",119528,147112,2017,0
"2138","2378",22603838,14310277,2017,0
"2139","2379",14667363,8836968,2017,0
"2140","2380",14182638,9474441,2017,0
"2141","2381",17668389,11717819,2017,0
"2142","2382",13468195,9199245,2017,0
"2143","2383",13767652,9351697,2017,0
"2144","2384",15101584,10168915,2017,0
"2145","2385",14245317,12548525,2017,0
"2146","2386",14807565,10224840,2017,0
"2147","2387",18025129,14260420,2017,0
"2148","2388",13934112,9978117,2017,0
"2149","2389",0,0,2017,0
"2150","2390",15514470,10067237,2017,0
"2151","2391",11629952,7797039,2017,0
"2152","2392",15408182,10159557,2017,0
"2153","2393",14560315,10804451,2017,0
"2154","2394",11272885,7895508,2017,0
"2155","2395",12460433,9262375,2017,0
"2156","2396",18428060,12798356,2017,0
"2157","2397",15986544,11023708,2017,1
"2158","2398",18192730,10671936,2017,1
"2159","2399",14216661,10915378,2017,1
"2160","2400",18221200,16199433,2017,1
"2161","2401",15328152,10443715,2017,0
"2162","2402",16755324,12517308,2017,0
"2163","2403",16310424,11712095,2017,0
"2164","2404",10681172,7310987,2017,0
"2165","2405",12130731,8273217,2017,0
"2166","2406",14889053,14513423,2017,0
"2167","2407",18072489,13027322,2017,0
"2168","2408",21818065,16610878,2017,0
"2169","2409",21915091,14017765,2017,0
"2170","2410",19536470,12568182,2017,0
"2171","2411",17143351,12217690,2017,0
"2172","2412",11143502,9951384,2017,0
"2173","2413",14714319,9874617,2017,0
"2174","2414",18923049,12562889,2017,0
"2175","2415",21409290,12720229,2017,0
"2176","2416",16076887,11398416,2017,0
"2177","2417",16702246,11089819,2017,0
"2178","2418",4971419,19107886,2017,0
"2179","2419",14733347,11673788,2017,0
"2180","2420",0,0,2017,0
"2181","2421",14317915,9870785,2017,0
"2182","2422",14846093,10077260,2017,0
"2183","2423",15201138,10753545,2017,0
"2184","2424",14278991,11263563,2017,0
"2185","2425",3647866,3001432,2017,0
"2186","2426",12320718,9318819,2017,0
"2187","2427",14139145,10349691,2017,0
"2188","2428",19297541,12115903,2017,0
"2189","2429",16824729,10666974,2017,0
"2190","2430",13471992,9187097,2017,0
"2191","2431",17339766,10467783,2017,0
"2192","2432",14895604,9718986,2017,0
"2193","2433",11436663,7795258,2017,0
"2194","2434",12762716,11332626,2017,0
"2195","2435",16688869,11313661,2017,0
"2196","2436",14487891,10754484,2017,0
"2197","2437",0,0,2017,0
"2198","2438",16535116,11480739,2017,0
"2199","2439",10628014,6667805,2017,0
"2200","2440",14344037,8539717,2017,0
"2201","2441",3780702,6470283,2017,0
"2202","2442",12038920,8439685,2017,0
"2203","2443",12223796,8612393,2017,0
"2204","2444",12041644,7773620,2017,0
"2205","2445",11010094,7445892,2017,0
"2206","2446",12752031,7989672,2017,0
"2207","2447",14362061,8064141,2017,0
"2208","2448",18515085,10700549,2017,0
"2209","2449",21058615,10273527,2017,0
"2210","2450",13168917,7853138,2017,0
"2211","2451",10099017,6969935,2017,0
"2212","2452",12844137,7642689,2017,0
"2213","2453",11964620,7950751,2017,0
"2214","2454",11899353,13111171,2017,0
"2215","2455",0,0,2017,0
"2216","2456",0,0,2017,0
"2217","2457",13804131,8788044,2017,0
"2218","2458",15325790,9454722,2017,0
"2219","2459",13984431,9772538,2017,0
"2220","2460A",0,0,2017,0
"2221","2461A",14510388,10468348,2017,0
"2222","2462A",10769259,7386309,2017,0
"2223","2463A",5681774,5242254,2017,0
"2224","2464A",16208840,10379523,2017,0
"2225","2465A",10843476,6607992,2017,0
"2226","2466A",9774530,6653024,2017,0
"2227","2468",7566068,5837220,2017,0
"2228","2468A",1068031,16165461,2017,0
"2229","2469",0,0,2017,0
"2230","2471",13551843,10655173,2017,0
"2231","2472",15936725,11010243,2017,0
"2232","2473",17014847,12463418,2017,0
"2233","2474",16149619,12020528,2017,0
"2234","2475",15095197,10476375,2017,0
"2235","2476",16097887,11014800,2017,0
"2236","2477",0,0,2017,0
"2237","2478",15343614,9462562,2017,0
"2238","2479",18230012,13056116,2017,0
"2239","2480",20867041,13331732,2017,0
"2240","2481",23102260,12619752,2017,0
"2241","2482",19387180,11861972,2017,0
"2242","2483",17188653,10906139,2017,0
"2243","2484",2012599,1132721,2017,0
"2244","2488",0,0,2017,0
"2245","2494A",10197577,6279193,2017,0
"2246","2499A",10668405,8704122,2017,0
"2247","2500A",0,0,2017,0
"2248","2501A",11108238,7035425,2017,0
"2249","2502A",9123604,5703878,2017,0
"2250","2503A",15361864,9310790,2017,0
"2251","2504A",21124481,14900290,2017,0
"2252","2505A",0,0,2017,0
"2253","2506",12802709,10075963,2017,0
"2254","2507",15069759,9848303,2017,0
"2255","2508",13637704,9504735,2017,0
"2256","2509",14966292,10164430,2017,0
"2257","2510",12927493,8415013,2017,0
"2258","2511",8113796,6438522,2017,0
"2259","2512",6230525,3892175,2017,0
"2260","2513",3875019,4756717,2017,0
"2261","2514",2600757,1598378,2017,0
"2262","2515",6865594,15000000,2017,0
"2263","2516",8825348,5846655,2017,0
"2264","2518",10362226,6798693,2017,0
"2265","2519",11363194,7561447,2017,0
"2266","2520A",0,0,2017,0
"2267","2521A",7615154,4365616,2017,0
"2268","2522",6281675,4620930,2017,0
"2269","2523",12206410,9234679,2017,0
"2270","2524",10671772,8281639,2017,0
"2271","2525A",4844063,3052905,2017,0
"2272","2525B",3794750,2283302,2017,0
"2273","2526A",4986258,3784936,2017,0
"2274","2526B",7786586,4873980,2017,0
"2275","2527A",4029396,2785497,2017,0
"2276","2527B",4494641,2497072,2017,0
"2277","2528",11581871,7918152,2017,0
"2278","2540",40667719,44192936,2017,0
"2279","2541",7308069,4859090,2017,0
"2280","2601",0,0,2017,0
"2281","2603",16557035,10605269,2017,0
"2282","2607",88246362,76785001,2017,0
"2283","2608",45077452,31424411,2017,0
"2284","2609",35750414,25533406,2017,0
"2285","2610",38710688,27629825,2017,0
"2286","2611",35671291,25103712,2017,0
"2287","2612",44736771,34809480,2017,0
"2288","2613",20769018,15717708,2017,0
"2289","2614",48018765,32724403,2017,0
"2290","2615",0,0,2017,0
"2291","2616",25541535,20276083,2017,0
"2292","2617",39512771,25057084,2017,0
"2293","2617A",26345646,16537046,2017,0
"2294","2618",37479269,26416157,2017,0
"2295","2618A",28718088,18056122,2017,0
"2296","2619",28217247,22088566,2017,0
"2297","2620",26115257,25891237,2017,0
"2298","2621",5498440,3996397,2017,0
"2299","2622",20382153,15519253,2017,0
"2300","2623",84345505,77535293,2017,0
"2301","2625",25428842,15578438,2017,0
"2302","2626",28806811,18521721,2017,0
"2303","2627",29014970,21348652,2017,0
"2304","2628",47507242,36327708,2017,0
"2305","2629",29464720,25046140,2017,0
"2306","2629A",28901047,23491849,2017,0
"2307","2630",17381885,14793991,2017,0
"2308","2631",33894423,23450157,2017,0
"2309","2632",8696368,5916895,2017,0
"2310","2633",10058317,6045526,2017,0
"2311","2634",26577815,17366121,2017,0
"2312","2634A",0,0,2017,0
"2313","2635",33988288,19493329,2017,0
"2314","2636",22094320,37551490,2017,0
"2315","2638",6878762,5318678,2017,0
"2316","2641",27567596,20296629,2017,0
"2317","2642",29294169,19987848,2017,0
"2318","2643",0,0,2017,0
"2319","2643A",48329,0,2017,0
"2320","2643B",22067,50935,2017,0
"2321","2644",18160574,10550376,2017,0
"2322","2645",14500689,10350471,2017,0
"2323","2646",32359880,20625033,2017,0
"2324","2647",31161856,24563412,2017,0
"2325","2648",30851458,23745762,2017,0
"2326","2649",23383059,17217007,2017,0
"2327","2650",27911208,26089319,2017,0
"2328","2651",11123915,8837459,2017,0
"2329","2652",13756802,10564839,2017,0
"2330","2653",22505496,14946948,2017,0
"2331","2654",31964839,20523281,2017,0
"2332","2655",19321713,15860899,2017,0
"2333","2656",30251529,20308924,2017,0
"2334","2657",13759710,8227302,2017,0
"2335","2658",26652679,20752496,2017,0
"2336","2659",13567796,9475610,2017,0
"2337","2660",19529136,13246642,2017,0
"2338","2661",27149064,17964891,2017,0
"2339","2662",7718589,6429647,2017,0
"2340","2664",10307794,8687329,2017,0
"2341","2665",5921245,4173030,2017,0
"2342","2673",21434229,12772625,2017,0
"2343","2674",11457534,6316448,2017,0
"2344","2675",16395198,10278113,2017,0
"2345","2676",14286276,11304813,2017,0
"2346","2677",7344907,5114762,2017,0
"2347","2678",5507722,3534329,2017,0
"2348","2679",8320855,5232345,2017,0
"2349","2680",10675659,6518505,2017,0
"2350","2681",4264704,3716820,2017,0
"2351","2682",5675396,3826652,2017,0
"2352","2683",8024786,5842642,2017,0
"2353","2684",2079845,1748091,2017,0
"2354","2685",5672372,3405658,2017,0
"2355","2686",16608776,10206077,2017,0
"2356","2687",11839565,7404668,2017,0
"2357","2688",41654070,24436215,2017,0
"2358","2689",23702959,15952433,2017,0
"2359","2690",25744598,18548271,2017,0
"2360","2691",32658982,23920362,2017,0
"2361","2692",34665605,23440318,2017,0
"2362","2693",26711614,20523643,2017,0
"2363","2694",1778821,2191817,2017,0
"2364","2695",28905831,25333368,2017,0
"2365","2696",25917246,22320827,2017,0
"2366","2697",17323937,14806686,2017,0
"2367","2698",26890083,18416233,2017,0
"2368","2699",34253103,21448010,2017,0
"2369","2700",51731934,30309457,2017,0
"2370","2701",27348223,17121409,2017,0
"2371","2701A",11832496,7748988,2017,0
"2372","2702",14920615,10681712,2017,0
"2373","2703",4986764,4438814,2017,0
"2374","2704",11221260,10389163,2017,0
"2375","2705",19272778,12533251,2017,0
"2376","2706",41134617,24614759,2017,0
"2377","2707",2187680,1264721,2017,0
"2378","2708",10971157,7208137,2017,0
"2379","2709",25079356,14074310,2017,0
"2380","2711",22351426,12528539,2017,0
"2381","2712",6834702,6186905,2017,0
"2382","2713",15348817,9023072,2017,0
"2383","2714",23693800,19939102,2017,0
"2384","2715",20076643,19980750,2017,0
"2385","2716",9705408,8446368,2017,0
"2386","2717",42147208,34730557,2017,0
"2387","2718",4934004,3381841,2017,0
"2388","2718A",8186548,9311801,2017,0
"2389","2719",28535874,20605159,2017,0
"2390","2719A",9148661,5522671,2017,0
"2391","2719B",24306727,20129249,2017,0
"2392","2719C",4919631,4833120,2017,0
"2393","2720",3552703,3247226,2017,0
"2394","2721",32898925,24124106,2017,0
"2395","2722",13796968,7774610,2017,0
"2396","2723",0,0,2017,0
"2397","2724",1443043,13176896,2017,0
"2398","2734",0,0,2017,0
"2399","2735",11297156,12756953,2017,0
"2400","2736",0,0,2017,0
"2401","2737",20649702,18591366,2017,0
"2402","2745",20928882,14336388,2017,0
"2403","2746",16686581,15052622,2017,0
"2404","2747",8111929,6229114,2017,0
"2405","2748",17996900,14602878,2017,0
"2406","2749",45330470,33186833,2017,0
"2407","2750",32174623,19287117,2017,0
"2408","2751",33619754,22618689,2017,0
"2409","2752",34470417,22536247,2017,0
"2410","2753",24918604,14598192,2017,0
"2411","2754",31003748,20238927,2017,0
"2412","2755",16307961,12156790,2017,0
"2413","2756",368685,1776961,2017,0
"2414","2763",11299730,9294463,2017,0
"2415","2764",18009872,13815118,2017,0
"2416","2765",13143818,8383257,2017,0
"2417","2766",17577647,13193112,2017,0
"2418","2767",21455266,14056625,2017,0
"2419","2768",30406286,19331139,2017,0
"2420","2769",36330028,25173075,2017,0
"2421","2770",31751287,22640329,2017,0
"2422","2771",26533966,20964518,2017,0
"2423","2772",31464733,20622882,2017,0
"2424","2773",9760454,8274071,2017,0
"2425","2775",24571731,17404540,2017,0
"2426","2776",8402725,5438033,2017,0
"2427","2777",3157194,1828114,2017,0
"2428","2778",17254163,13591734,2017,0
"2429","2779",14017504,13140337,2017,0
"2430","2780",4118982,2087823,2017,0
"2431","2781",4653056,2557450,2017,0
"2432","2782",5564196,3053323,2017,0
"2433","2783",5123475,3821039,2017,0
"2434","2784",16799128,9192560,2017,0
"2435","2785",6287876,4151419,2017,0
"2436","2786",4858076,3475752,2017,0
"2437","2787",4694245,2681336,2017,0
"2438","2788",10995938,7034800,2017,0
"2439","2789",9538985,6266763,2017,0
"2440","2790",5461100,3149315,2017,0
"2441","2791",5664782,3571192,2017,0
